Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,TrackTemp,Humidity,RaceName
0 days 00:59:17.271000,VER,1,87.159,1.0,1.0,,,,29.088,28.517,,0 days 00:58:48.867000,0 days 00:59:17.390000,321.0,309.0,305.0,284.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:57:49.893000,,1,1.0,,,False,False,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:00:42.130000,VER,1,84.859,2.0,1.0,,,28.457,28.843,27.559,0 days 00:59:45.728000,0 days 01:00:14.571000,0 days 01:00:42.130000,314.0,326.0,313.0,309.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:59:17.271000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:02:05.642000,VER,1,83.512,3.0,1.0,,,27.212,28.713,27.587,0 days 01:01:09.342000,0 days 01:01:38.055000,0 days 01:02:05.642000,320.0,329.0,314.0,350.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:00:42.130000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:03:28.904000,VER,1,83.262,4.0,1.0,,,27.375,28.455,27.432,0 days 01:02:33.017000,0 days 01:03:01.472000,0 days 01:03:28.904000,312.0,312.0,313.0,352.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:02:05.642000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:04:52.492000,VER,1,83.588,5.0,1.0,,,27.52,28.427,27.641,0 days 01:03:56.424000,0 days 01:04:24.851000,0 days 01:04:52.492000,309.0,310.0,313.0,317.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:03:28.904000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:06:16.068000,VER,1,83.576,6.0,1.0,,,27.434,28.496,27.646,0 days 01:05:19.926000,0 days 01:05:48.422000,0 days 01:06:16.068000,311.0,312.0,312.0,320.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:04:52.492000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:07:39.378000,VER,1,83.31,7.0,1.0,,,27.458,28.306,27.546,0 days 01:06:43.526000,0 days 01:07:11.832000,0 days 01:07:39.378000,311.0,313.0,312.0,320.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:06:16.068000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:09:02.517000,VER,1,83.139,8.0,1.0,,,27.411,28.318,27.41,0 days 01:08:06.789000,0 days 01:08:35.107000,0 days 01:09:02.517000,310.0,312.0,312.0,320.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:39.378000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:10:25.618000,VER,1,83.101,9.0,1.0,,,27.292,28.355,27.454,0 days 01:09:29.809000,0 days 01:09:58.164000,0 days 01:10:25.618000,311.0,314.0,312.0,321.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 01:09:02.517000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:11:48.706000,VER,1,83.088,10.0,1.0,,,27.369,28.37,27.349,0 days 01:10:52.987000,0 days 01:11:21.357000,0 days 01:11:48.706000,313.0,314.0,311.0,322.0,True,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:25.618000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:13:11.772000,VER,1,83.066,11.0,1.0,,,27.378,28.3,27.388,0 days 01:12:16.084000,0 days 01:12:44.384000,0 days 01:13:11.772000,312.0,313.0,312.0,320.0,True,MEDIUM,11.0,True,Red Bull Racing,0 days 01:11:48.706000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:14:34.786000,VER,1,83.014,12.0,1.0,,,27.338,28.354,27.322,0 days 01:13:39.110000,0 days 01:14:07.464000,0 days 01:14:34.786000,313.0,313.0,313.0,322.0,True,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:11.772000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:15:58.040000,VER,1,83.254,13.0,1.0,,,27.35,28.463,27.441,0 days 01:15:02.136000,0 days 01:15:30.599000,0 days 01:15:58.040000,314.0,313.0,313.0,322.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:14:34.786000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:17:21.158000,VER,1,83.118,14.0,1.0,,,27.446,28.319,27.353,0 days 01:16:25.486000,0 days 01:16:53.805000,0 days 01:17:21.158000,314.0,314.0,313.0,322.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:15:58.040000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:18:44.235000,VER,1,83.077,15.0,1.0,,,27.386,28.238,27.453,0 days 01:17:48.544000,0 days 01:18:16.782000,0 days 01:18:44.235000,312.0,313.0,313.0,321.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:17:21.158000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:20:07.236000,VER,1,83.001,16.0,1.0,,,27.4,28.202,27.399,0 days 01:19:11.635000,0 days 01:19:39.837000,0 days 01:20:07.236000,314.0,315.0,314.0,323.0,True,MEDIUM,16.0,True,Red Bull Racing,0 days 01:18:44.235000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:21:30.126000,VER,1,82.89,17.0,1.0,,,27.317,28.234,27.339,0 days 01:20:34.553000,0 days 01:21:02.787000,0 days 01:21:30.126000,314.0,316.0,313.0,325.0,True,MEDIUM,17.0,True,Red Bull Racing,0 days 01:20:07.236000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:22:52.853000,VER,1,82.727,18.0,1.0,,,27.301,28.154,27.272,0 days 01:21:57.427000,0 days 01:22:25.581000,0 days 01:22:52.853000,312.0,316.0,314.0,324.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:21:30.126000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:24:15.691000,VER,1,82.838,19.0,1.0,,,27.357,28.19,27.291,0 days 01:23:20.210000,0 days 01:23:48.400000,0 days 01:24:15.691000,313.0,316.0,314.0,323.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:22:52.853000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:25:38.548000,VER,1,82.857,20.0,1.0,,,27.37,28.167,27.32,0 days 01:24:43.061000,0 days 01:25:11.228000,0 days 01:25:38.548000,312.0,316.0,312.0,322.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:24:15.691000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:27:01.467000,VER,1,82.919,21.0,1.0,,,27.413,28.215,27.291,0 days 01:26:05.961000,0 days 01:26:34.176000,0 days 01:27:01.467000,313.0,317.0,313.0,322.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:25:38.548000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:28:24.200000,VER,1,82.733,22.0,1.0,,,27.271,28.138,27.324,0 days 01:27:28.738000,0 days 01:27:56.876000,0 days 01:28:24.200000,315.0,317.0,314.0,322.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:27:01.467000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:29:46.982000,VER,1,82.782,23.0,1.0,,,27.317,28.188,27.277,0 days 01:28:51.517000,0 days 01:29:19.705000,0 days 01:29:46.982000,313.0,316.0,313.0,323.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:28:24.200000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:31:09.799000,VER,1,82.817,24.0,1.0,,,27.335,28.171,27.311,0 days 01:30:14.317000,0 days 01:30:42.488000,0 days 01:31:09.799000,314.0,315.0,314.0,324.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:29:46.982000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:32:32.769000,VER,1,82.97,25.0,1.0,,,27.336,28.216,27.418,0 days 01:31:37.135000,0 days 01:32:05.351000,0 days 01:32:32.769000,312.0,316.0,313.0,324.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:31:09.799000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:33:55.706000,VER,1,82.937,26.0,1.0,,,27.39,28.218,27.329,0 days 01:33:00.159000,0 days 01:33:28.377000,0 days 01:33:55.706000,314.0,317.0,314.0,324.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:32:32.769000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:35:18.721000,VER,1,83.015,27.0,1.0,,,27.447,28.229,27.339,0 days 01:34:23.153000,0 days 01:34:51.382000,0 days 01:35:18.721000,314.0,316.0,313.0,321.0,False,MEDIUM,27.0,True,Red Bull Racing,0 days 01:33:55.706000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:36:41.752000,VER,1,83.031,28.0,1.0,,,27.457,28.265,27.309,0 days 01:35:46.178000,0 days 01:36:14.443000,0 days 01:36:41.752000,314.0,317.0,313.0,322.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:35:18.721000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:38:04.563000,VER,1,82.811,29.0,1.0,,,27.382,28.222,27.207,0 days 01:37:09.134000,0 days 01:37:37.356000,0 days 01:38:04.563000,314.0,317.0,313.0,322.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:36:41.752000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:39:27.491000,VER,1,82.928,30.0,1.0,,,27.447,28.294,27.187,0 days 01:38:32.010000,0 days 01:39:00.304000,0 days 01:39:27.491000,315.0,317.0,314.0,321.0,False,MEDIUM,30.0,True,Red Bull Racing,0 days 01:38:04.563000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:40:50.432000,VER,1,82.941,31.0,1.0,,,27.307,28.21,27.424,0 days 01:39:54.798000,0 days 01:40:23.008000,0 days 01:40:50.432000,314.0,318.0,314.0,322.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 01:39:27.491000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:42:13.322000,VER,1,82.89,32.0,1.0,,,27.403,28.196,27.291,0 days 01:41:17.835000,0 days 01:41:46.031000,0 days 01:42:13.322000,316.0,318.0,314.0,322.0,False,MEDIUM,32.0,True,Red Bull Racing,0 days 01:40:50.432000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:43:36.265000,VER,1,82.943,33.0,1.0,,,27.385,28.257,27.301,0 days 01:42:40.707000,0 days 01:43:08.964000,0 days 01:43:36.265000,316.0,318.0,314.0,322.0,False,MEDIUM,33.0,True,Red Bull Racing,0 days 01:42:13.322000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:44:59.060000,VER,1,82.795,34.0,1.0,,,27.318,28.25,27.227,0 days 01:44:03.583000,0 days 01:44:31.833000,0 days 01:44:59.060000,316.0,318.0,314.0,324.0,False,MEDIUM,34.0,True,Red Bull Racing,0 days 01:43:36.265000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:46:21.711000,VER,1,82.651,35.0,1.0,,,27.355,28.119,27.177,0 days 01:45:26.415000,0 days 01:45:54.534000,0 days 01:46:21.711000,316.0,318.0,314.0,322.0,True,MEDIUM,35.0,True,Red Bull Racing,0 days 01:44:59.060000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:47:44.410000,VER,1,82.699,36.0,1.0,,,27.404,28.118,27.177,0 days 01:46:49.115000,0 days 01:47:17.233000,0 days 01:47:44.410000,316.0,318.0,315.0,323.0,False,MEDIUM,36.0,True,Red Bull Racing,0 days 01:46:21.711000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:49:11.842000,VER,1,87.432,37.0,1.0,,0 days 01:49:08.226000,27.321,28.233,31.878,0 days 01:48:11.731000,0 days 01:48:39.964000,0 days 01:49:11.842000,317.0,320.0,,324.0,False,MEDIUM,37.0,True,Red Bull Racing,0 days 01:47:44.410000,,1,1.0,,,False,False,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:50:54.191000,VER,1,102.349,38.0,2.0,0 days 01:49:32.596000,,47.531,27.885,26.933,0 days 01:49:59.373000,0 days 01:50:27.258000,0 days 01:50:54.191000,313.0,317.0,316.0,285.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:49:11.842000,,1,3.0,,,False,False,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:52:15.593000,VER,1,81.402,39.0,2.0,,,26.948,27.641,26.813,0 days 01:51:21.139000,0 days 01:51:48.780000,0 days 01:52:15.593000,314.0,318.0,316.0,320.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:50:54.191000,,1,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:53:37.218000,VER,1,81.625,40.0,2.0,,,27.069,27.706,26.85,0 days 01:52:42.662000,0 days 01:53:10.368000,0 days 01:53:37.218000,314.0,317.0,317.0,320.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:52:15.593000,,12,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:54:58.576000,VER,1,81.358,41.0,2.0,,,27.001,27.602,26.755,0 days 01:54:04.219000,0 days 01:54:31.821000,0 days 01:54:58.576000,316.0,320.0,318.0,323.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:53:37.218000,,21,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:56:20.021000,VER,1,81.445,42.0,2.0,,,26.898,27.654,26.893,0 days 01:55:25.474000,0 days 01:55:53.128000,0 days 01:56:20.021000,314.0,319.0,317.0,324.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:54:58.576000,,1,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:57:41.341000,VER,1,81.32,43.0,2.0,,,27.013,27.52,26.787,0 days 01:56:47.034000,0 days 01:57:14.554000,0 days 01:57:41.341000,316.0,320.0,317.0,325.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:56:20.021000,,1,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:59:02.630000,VER,1,81.289,44.0,2.0,,,26.934,27.623,26.732,0 days 01:58:08.275000,0 days 01:58:35.898000,0 days 01:59:02.630000,315.0,321.0,316.0,325.0,True,HARD,7.0,True,Red Bull Racing,0 days 01:57:41.341000,,1,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:00:23.983000,VER,1,81.353,45.0,2.0,,,27.033,27.59,26.73,0 days 01:59:29.663000,0 days 01:59:57.253000,0 days 02:00:23.983000,315.0,321.0,317.0,325.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:59:02.630000,,1,3.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:01:45.308000,VER,1,81.325,46.0,2.0,,,26.974,27.565,26.786,0 days 02:00:50.957000,0 days 02:01:18.522000,0 days 02:01:45.308000,316.0,321.0,318.0,325.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:00:23.983000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:03:06.644000,VER,1,81.336,47.0,2.0,,,27.153,27.536,26.647,0 days 02:02:12.461000,0 days 02:02:39.997000,0 days 02:03:06.644000,315.0,320.0,318.0,324.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:01:45.308000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:04:27.960000,VER,1,81.316,48.0,2.0,,,27.088,27.533,26.695,0 days 02:03:33.732000,0 days 02:04:01.265000,0 days 02:04:27.960000,318.0,322.0,318.0,324.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:03:06.644000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:05:49.288000,VER,1,81.328,49.0,2.0,,,26.925,27.674,26.729,0 days 02:04:54.885000,0 days 02:05:22.559000,0 days 02:05:49.288000,318.0,322.0,319.0,325.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:04:27.960000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:07:10.585000,VER,1,81.297,50.0,2.0,,,26.934,27.544,26.819,0 days 02:06:16.222000,0 days 02:06:43.766000,0 days 02:07:10.585000,318.0,324.0,319.0,327.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:05:49.288000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:08:32.334000,VER,1,81.749,51.0,2.0,,,27.306,27.69,26.753,0 days 02:07:37.891000,0 days 02:08:05.581000,0 days 02:08:32.334000,315.0,319.0,318.0,324.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:07:10.585000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:09:53.337000,VER,1,81.003,52.0,2.0,,,26.927,27.512,26.564,0 days 02:08:59.261000,0 days 02:09:26.773000,0 days 02:09:53.337000,316.0,322.0,319.0,325.0,True,HARD,15.0,True,Red Bull Racing,0 days 02:08:32.334000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 02:11:14.437000,VER,1,81.1,53.0,2.0,,,26.987,27.527,26.586,0 days 02:10:20.324000,0 days 02:10:47.851000,0 days 02:11:14.437000,320.0,322.0,304.0,329.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:09:53.337000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 00:59:17.542000,NOR,4,87.43,1.0,1.0,,,,29.911,27.903,,0 days 00:58:49.722000,0 days 00:59:17.815000,330.0,312.0,314.0,267.0,False,MEDIUM,1.0,True,McLaren,0 days 00:57:49.893000,,1,2.0,,,False,False,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:00:41.431000,NOR,4,83.889,2.0,1.0,,,27.675,28.557,27.657,0 days 00:59:45.292000,0 days 01:00:13.849000,0 days 01:00:41.506000,311.0,311.0,309.0,322.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:17.542000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:02:05.105000,NOR,4,83.674,3.0,1.0,,,27.624,28.43,27.62,0 days 01:01:09.130000,0 days 01:01:37.560000,0 days 01:02:05.180000,307.0,311.0,309.0,329.0,True,MEDIUM,3.0,True,McLaren,0 days 01:00:41.431000,,1,1.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:03:29.924000,NOR,4,84.819,4.0,1.0,,,28.346,28.762,27.711,0 days 01:02:33.526000,0 days 01:03:02.288000,0 days 01:03:29.999000,305.0,321.0,313.0,322.0,False,MEDIUM,4.0,True,McLaren,0 days 01:02:05.105000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:04:54.162000,NOR,4,84.238,5.0,1.0,,,27.645,28.659,27.934,0 days 01:03:57.644000,0 days 01:04:26.303000,0 days 01:04:54.237000,308.0,309.0,312.0,316.0,False,MEDIUM,5.0,True,McLaren,0 days 01:03:29.924000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:06:18.049000,NOR,4,83.887,6.0,1.0,,,27.407,28.595,27.885,0 days 01:05:21.644000,0 days 01:05:50.239000,0 days 01:06:18.124000,309.0,311.0,311.0,324.0,False,MEDIUM,6.0,True,McLaren,0 days 01:04:54.162000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:07:41.587000,NOR,4,83.538,7.0,1.0,,,27.4,28.426,27.712,0 days 01:06:45.524000,0 days 01:07:13.950000,0 days 01:07:41.662000,311.0,313.0,312.0,325.0,True,MEDIUM,7.0,True,McLaren,0 days 01:06:18.049000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:09:05.105000,NOR,4,83.518,8.0,1.0,,,27.424,28.333,27.761,0 days 01:08:09.086000,0 days 01:08:37.419000,0 days 01:09:05.180000,309.0,312.0,310.0,324.0,True,MEDIUM,8.0,True,McLaren,0 days 01:07:41.587000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:10:28.582000,NOR,4,83.477,9.0,1.0,,,27.397,28.356,27.724,0 days 01:09:32.577000,0 days 01:10:00.933000,0 days 01:10:28.657000,309.0,312.0,311.0,326.0,True,MEDIUM,9.0,True,McLaren,0 days 01:09:05.105000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:11:51.998000,NOR,4,83.416,10.0,1.0,,,27.42,28.351,27.645,0 days 01:10:56.077000,0 days 01:11:24.428000,0 days 01:11:52.073000,311.0,312.0,310.0,325.0,True,MEDIUM,10.0,True,McLaren,0 days 01:10:28.582000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:13:15.358000,NOR,4,83.36,11.0,1.0,,,27.415,28.315,27.63,0 days 01:12:19.488000,0 days 01:12:47.803000,0 days 01:13:15.433000,310.0,311.0,312.0,323.0,True,MEDIUM,11.0,True,McLaren,0 days 01:11:51.998000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:14:38.652000,NOR,4,83.294,12.0,1.0,,,27.388,28.246,27.66,0 days 01:13:42.821000,0 days 01:14:11.067000,0 days 01:14:38.727000,312.0,311.0,311.0,326.0,True,MEDIUM,12.0,True,McLaren,0 days 01:13:15.358000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:16:01.945000,NOR,4,83.293,13.0,1.0,,,27.372,28.292,27.629,0 days 01:15:06.099000,0 days 01:15:34.391000,0 days 01:16:02.020000,311.0,311.0,312.0,324.0,True,MEDIUM,13.0,True,McLaren,0 days 01:14:38.652000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:17:25.454000,NOR,4,83.509,14.0,1.0,,,27.443,28.39,27.676,0 days 01:16:29.463000,0 days 01:16:57.853000,0 days 01:17:25.529000,309.0,309.0,312.0,324.0,False,MEDIUM,14.0,True,McLaren,0 days 01:16:01.945000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:18:48.513000,NOR,4,83.059,15.0,1.0,,,27.359,28.176,27.524,0 days 01:17:52.888000,0 days 01:18:21.064000,0 days 01:18:48.588000,312.0,312.0,313.0,325.0,True,MEDIUM,15.0,True,McLaren,0 days 01:17:25.454000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:20:11.602000,NOR,4,83.089,16.0,1.0,,,27.325,28.191,27.573,0 days 01:19:15.913000,0 days 01:19:44.104000,0 days 01:20:11.677000,312.0,313.0,312.0,325.0,False,MEDIUM,16.0,True,McLaren,0 days 01:18:48.513000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:21:34.834000,NOR,4,83.232,17.0,1.0,,,27.369,28.33,27.533,0 days 01:20:39.046000,0 days 01:21:07.376000,0 days 01:21:34.909000,310.0,312.0,313.0,326.0,False,MEDIUM,17.0,True,McLaren,0 days 01:20:11.602000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:22:58.023000,NOR,4,83.189,18.0,1.0,,,27.378,28.26,27.551,0 days 01:22:02.287000,0 days 01:22:30.547000,0 days 01:22:58.098000,310.0,312.0,313.0,325.0,False,MEDIUM,18.0,True,McLaren,0 days 01:21:34.834000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:24:21.312000,NOR,4,83.289,19.0,1.0,,,27.463,28.271,27.555,0 days 01:23:25.561000,0 days 01:23:53.832000,0 days 01:24:21.387000,311.0,312.0,313.0,323.0,False,MEDIUM,19.0,True,McLaren,0 days 01:22:58.023000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:25:44.361000,NOR,4,83.049,20.0,1.0,,,27.373,28.181,27.495,0 days 01:24:48.760000,0 days 01:25:16.941000,0 days 01:25:44.436000,310.0,313.0,312.0,322.0,True,MEDIUM,20.0,True,McLaren,0 days 01:24:21.312000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:27:07.359000,NOR,4,82.998,21.0,1.0,,,27.322,28.18,27.496,0 days 01:26:11.758000,0 days 01:26:39.938000,0 days 01:27:07.434000,310.0,313.0,313.0,323.0,True,MEDIUM,21.0,True,McLaren,0 days 01:25:44.361000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:28:30.324000,NOR,4,82.965,22.0,1.0,,,27.303,28.211,27.451,0 days 01:27:34.737000,0 days 01:28:02.948000,0 days 01:28:30.399000,313.0,313.0,313.0,323.0,True,MEDIUM,22.0,True,McLaren,0 days 01:27:07.359000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:29:53.216000,NOR,4,82.892,23.0,1.0,,,27.333,28.127,27.432,0 days 01:28:57.732000,0 days 01:29:25.859000,0 days 01:29:53.291000,311.0,313.0,312.0,325.0,True,MEDIUM,23.0,True,McLaren,0 days 01:28:30.324000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:31:16.183000,NOR,4,82.967,24.0,1.0,,,27.303,28.17,27.494,0 days 01:30:20.594000,0 days 01:30:48.764000,0 days 01:31:16.258000,312.0,314.0,313.0,326.0,False,MEDIUM,24.0,True,McLaren,0 days 01:29:53.216000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
0 days 01:32:39.265000,NOR,4,83.082,25.0,1.0,,,27.328,28.136,27.618,0 days 01:31:43.586000,0 days 01:32:11.722000,0 days 01:32:39.340000,309.0,312.0,313.0,325.0,False,MEDIUM,25.0,True,McLaren,0 days 01:31:16.183000,,1,2.0,,,False,True,26.76111111111111,43.28819444444444,42.604166666666664,Italy
